measurement,created_at,app,rails,ruby,platform
0.023571789264679,2010-02-07T09:56:50Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0.306833148002625,2010-02-07T09:58:31Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:00:17Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:02:43Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
1.87781155109406,2010-02-07T10:29:18Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
