measurement,created_at,app,rails,ruby,platform
0,2010-02-07T09:56:53Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T09:58:34Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:00:20Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:02:47Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:29:41Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
