measurement,created_at,app,rails,ruby,platform
0,2010-02-07T09:56:54Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T09:58:36Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:00:22Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:02:48Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
0,2010-02-07T10:29:49Z,master.5f87939,2.3.4,ruby-1.8.7.174,i686-darwin10
